name_category;img_product;name_product;url_product
Հայկական;8ffaf1c066a6fe0e7995502ef02f78ae.JPG;Պանիր հալած «Մարիաննա» սնկով 100գ;https://www.sas.am/products/Պանիր_հալած_«Մարիաննա»_սնկով_գ_30659/
Հայկական;046ca9812c99c2112acd7bc5070e02b2.JPG;Կաթնաշոռային պանիր «Marianna» 100գ;https://www.sas.am/products/Կաթնաշոռային_պանիր_«Marianna»_գ_558961/
Հայկական;5a1339674a4c1860c0e41ee761b7d696.JPG;Կաթնաշոռային պանիր «Marianna» 100գ;https://www.sas.am/products/Կաթնաշոռային_պանիր_«Marianna»_գ_558966/
Հայկական;5d13ede5dfb9dcfce91e8bf2c906e418.JPG;Կաթնաշոռային պանիր «Marianna» 100գ;https://www.sas.am/products/Կաթնաշոռային_պանիր_«Marianna»_գ_558968/
Հայկական;12613d3b005841a9132f6337c915fda5.JPG;Պանիր հալած «Աշտարակ Կաթ» 100գ, 60%;https://www.sas.am/products/Պանիր_հալած_«Աշտարակ_Կաթ»_գ__31197/
Հայկական;f38d35cb6182cbf2b471b34df7326d39.JPG;Պանիր հալած «Աշտարակ Կաթ» 100գ;https://www.sas.am/products/Պանիր_հալած_«Աշտարակ_Կաթ»_գ_31195/
Հայկական;0dd0a22381f6f2f6717651be907eabd5.jpg;Պանիր «Դիլի» 250գ;https://www.sas.am/products/Պանիր_«Դիլի»_գ_320647/
Հայկական;a52650d752cd54f05c0e70916aa4dd5d.JPG;Պանիր հալած «Սյունիք» 260գ;https://www.sas.am/products/Պանիր_հալած_«Սյունիք»_գ_31122/
Հայկական;fd7c47513e4fb87df8445be1a9b0e27d.jpg;Խինկալի պանիր (բոխչա) «Բիոկաթ» 50% 150գ ;https://www.sas.am/products/Խինկալի_պանիր_(բոխչա)_«Բիոկաթ»_գ__546010/
Հայկական;76e70c094e7c478515c08fa8e4b9e183.jpg;Պանիր «Բիոկաթ» 200գ ;https://www.sas.am/products/Պանիր_«Բիոկաթ»_գ__677161/
Հայկական;cb1f17e91f363fdee1e8679657537ab3.jpg;Պանիր «Բիոկաթ» 300գ ;https://www.sas.am/products/Պանիր_«Բիոկաթ»_գ__569734/
Հայկական;ff8b126ffe71a60b4dc4fe74b9461b70.JPG;Պանիր սուլուգունի «Բանդիվան կաթ» 200գ 20%;https://www.sas.am/products/Պանիր_սուլուգունի_«Բանդիվան_կաթ»_գ__493446/
Հայկական;e698c05cda88bbb1a9401f4647c234d9.JPG;Պանիր «Բանդիվան Կաթ» 290գ;https://www.sas.am/products/Պանիր_«Բանդիվան_Կաթ»_գ_493444/
Հայկական;12630a1b165959e9d595ab8e350169da.JPG;Պանիր «Սարո» 500գ;https://www.sas.am/products/Պանիր_«Սարո»_գ_442860/
Հայկական;7af5711519b36ad3c1457678544a98fc.JPG;Պանիր «Syunik Mozzarella» 200գ;https://www.sas.am/products/Պանիր_«Syunik_Mozzarella»_գ_274564/
Հայկական;f6df7bf6d698242625f9b8bb78cc0ca2.jpg;Խինկալի պանիր (բոխչա) «Բիոկաթ» 50% 300գ;https://www.sas.am/products/Խինկալի_պանիր_(բոխչա)_«Բիոկաթ»_գ_390300/
Հայկական;e53cbe789492ea1a365442a962909f5a.JPG;Պանիր «Fromange» 420գ;https://www.sas.am/products/Պանիր_«Fromange»_գ_732424/
Հայկական;043b49390f1a809f206ad544d8b1c8db.jpg;Պանիր «Dili» 150գ;https://www.sas.am/products/Պանիր_«Dili»_գ_351527/
Հայկական;f5019abaf1b20b1fbd4c73fa1ff03f36.JPG;Պանիր կամամբեր «Սյունիք» 200գ;https://www.sas.am/products/Պանիր_կամամբեր_«Սյունիք»_գ_31120/
Հայկական;0ce90f590abd41a5ef3cbbc3a30ce8e3.JPG;Պանիր «Դիլի Բուրատա» 125գ ;https://www.sas.am/products/Պանիր_«Դիլի_Բուրատա»_գ__300376/
Հայկական;96ca4a5bd74384ef450a406f63fc6275.JPG;Պանիր լոռի «Ապարան» ;https://www.sas.am/products/Պանիր_լոռի_«Ապարան»__31278/
Հայկական;b2d0196b00ffd0fe6321f0c11fb5ece8.jpg;Պանիր «Dili» 200գ;https://www.sas.am/products/Պանիր_«Dili»_գ_30779/
Հայկական;c4a48001cea16289cd83144fe7b21ce4.JPG;Պանիր լոռի «Իգիթ» ;https://www.sas.am/products/Պանիր_լոռի_«Իգիթ»__30868/
Հայկական;7e76df230d2d32aee5ba709a6b77eda7.jpg;Պանիր լոռի «Կալինինո Իգիթ»;https://www.sas.am/products/Պանիր_լոռի_«Կալինինո_Իգիթ»_692168/
Հայկական;3a84b487608433ae3900bbe31349659d.JPG;Պանիր լոռի «Աշտարակ կաթ» ;https://www.sas.am/products/Պանիր_լոռի_«Աշտարակ_կաթ»__31280/
Հայկական;eb6816a4d406ccdcd65cc18dfadbceaf.jpg;Պանիր լոռի «Մարիաննա» ;https://www.sas.am/products/Պանիր_լոռի_«Մարիաննա»__31276/
Հայկական;13356ea1f3737f009154202a4aaae11b.jpg;Պանիր չանախ «Բանդիվան» ;https://www.sas.am/products/Պանիր_չանախ_«Բանդիվան»__656825/
Հայկական;2cd79987d0ab077cea4e130c24642d4d.JPG;Պանիր «Ալաշկերտ» ;https://www.sas.am/products/Պանիր_«Ալաշկերտ»__31187/
Հայկական;894b39c44ae206aa1aa9728d25db10f3.JPG;Պանիր «Tavush»;https://www.sas.am/products/Պանիր_«Tavush»_401974/
Հայկական;a63e701d25f87152635c29bc879da374.JPG;Պանիր կանաչիով «Tavush»;https://www.sas.am/products/Պանիր_կանաչիով_«Tavush»_401970/
Հայկական;95e65b12eec8de17377e5bf823643a73.JPG;Պանիր կանաչիով «Tavush»;https://www.sas.am/products/Պանիր_կանաչիով_«Tavush»_401971/
Հայկական;767179916ff7fa6ae2806b7345e5980b.JPG;Պանիր կանաչիով «Tavush»;https://www.sas.am/products/Պանիր_կանաչիով_«Tavush»_401976/
Հայկական;0b82798c5c0741c34e7a83e96d7d99c0.JPG;Պանիր Ալաշկերտ, փոքր;https://www.sas.am/products/Պանիր_Ալաշկերտ_փոքր_328131/
